,smiles,actual,predicted
4066,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,3.196,3.2253134
4067,N#CCCN(CCO)c1ccccc1,1.773,2.0468125
4068,CC(C)C(C(=O)OC(C#N)c1ccc(Oc2ccccc2)cc1)c1ccc(Cl)cc1,2.969,2.575483
4069,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,4.431,4.1304736
4070,CCCC(C)(C)O,2.31,1.9869521
4071,O=C(O)c1cc2ccccc2cc1O,2.354,2.1036794
4072,c1ccc2c(c1)Cc1ccccc1N2,1.928,2.1412337
4073,CNC(=O)ON=CC1(C)SCCS1,4.572,4.844252
4074,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,2.907,2.399333
4075,Oc1ccc(-c2ccccc2)cc1CN1CCCC1,3.927,2.9884646
4076,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,2.38,2.1019897
4077,COc1ccc(-c2ccccc2)cc1CN1CCCC1,3.98,2.9759648
4078,CC=Cc1ccc(OC)c(OC)c1,1.853,1.932757
4079,O=C(O)C(Cl)(Cl)CCl,1.858,2.326072
4080,CC(C)Cc1ccc2ccccc2n1,2.259,2.1784704
4081,CCOP(=O)(OCC)Oc1ccc(Cl)cc1Cl,3.476,2.9217358
4082,O=C1C(Cc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.062,2.585244
4083,Oc1ccc(-c2ccccc2)cc1CN1CCCCC1,3.95,3.057659
4084,CC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.357,2.0799081
4085,CCN(CC)Cc1cc(-c2ccccc2)ccc1O,3.96,2.4256585
4086,CCOC(=O)C1CCCCC1,1.596,1.627192
4087,Oc1ccc(Nc2ccc3ccccc3c2)cc1,1.656,1.8222246
4088,CCC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.181,2.3637779
4089,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,1.751,1.6398698
4090,CCOc1ccc(-c2ccccc2)cc1CN1CCCC1,3.972,3.3839989
4091,COc1cc(C)ccc1O,2.271,1.9747663
4092,CC(=O)CC(=O)Nc1ccccc1C,2.077,2.393034
4093,Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,2.65,2.5198097
4094,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,3.827,3.9093022
4095,COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C,4.087,4.0201125
4096,CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,2.738,3.0793052
4097,CC(C)CCCCCCCOP(Oc1ccccc1)Oc1ccccc1,2.199,2.3517756
4098,Cc1ccccc1NC(=N)NC(=N)N,2.378,2.5909312
4099,COP(=O)(OC)Sc1ccc(Cl)cc1,3.403,3.3199055
4100,BrCC(Br)C1CCC(Br)C(Br)C1,2.123,2.5038846
4101,CC(=O)CC(=O)Nc1ccccc1Cl,1.261,2.363302
4102,CCCCCCCCCC=CCC1CC(=O)OC1=O,2.019,2.1013362
4103,CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,3.368,3.0226605
4104,Cc1cc(-c2ccccc2)[nH]n1,1.944,1.9831985
4105,CCOP(=S)(OCC)N(SN(C)C(=O)ON=C(C)SC)C(C)C,3.094,3.3287294
4106,C=CCN(CC=C)C(=O)CCl,2.395,2.5691435
4107,O=C1c2ccccc2-c2ccc3c4c(O)c(O)c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,2.367,2.2845426
4108,CC(C(O)c1ccccc1)N(C)CCC#N,2.366,2.3862
4109,CCOP(=O)(OCC)Oc1cc(C)oc(=O)c1,4.895,4.779826
4110,Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1,2.564,2.4836822
4111,S=c1sc2nc3ccccc3nc2s1,2.118,2.3483162
4112,CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.779,2.2543619
4113,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,2.444,2.344294
4114,CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,1.372,1.7086679
4115,C#CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(C)C,2.643,2.9452376
4116,CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,1.474,1.7626581
4117,ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,2.62,2.8338149
4118,CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.12,2.2557411
4119,NC1CCCC(N)C1,2.467,1.8895348
4120,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,2.035,2.236784
4121,CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,2.006,1.5415084
4122,CN(CCO)c1ccccc1,1.728,2.0307236
4123,OC1CC2CC1C1CC=CC21,1.672,1.5474277
4124,C=CS(=O)(=O)COCS(=O)(=O)C=C,3.656,2.6399338
4125,CC(C)c1noc2nc(C(C)(C)C)ncc12,1.153,1.4146076
4126,CCOC(=O)c1ccc(N)cc1,1.735,2.1996338
4127,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.049,1.392192
4128,CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,0.844,1.597672
4129,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,2.276,2.329696
4130,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.615,3.0139887
4131,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,1.113,1.5670782
4132,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,1.933,2.1671817
4133,CCC(C)NC(=S)C(=S)NC(C)CC,4.588,3.4735777
4134,CCOC(=O)c1ccc(OC)cc1,1.946,1.8222768
4135,FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,4.52,4.81543
4136,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.82,2.591041
4137,O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,2.263,2.1288683
4138,COC(=O)CCBr,2.019,2.6528594
4139,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,2.286,2.5717447
4140,CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,2.139,2.088174
4141,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.213,3.834107
4142,N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,2.159,1.9556863
4143,O=Cc1ccc(O)cc1O,2.538,2.0712876
4144,CC=C(CC)C(=O)NC(N)=O,1.796,1.9883912
4145,CCN(N=O)C(C)(C)C,1.91,2.4589963
4146,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.66,3.1882184
4147,OC1(c2ccc(F)cc2)c2ccccc2C2=NCCN21,3.128,3.0773392
4148,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,1.762,1.8680124
4149,O=C1c2ccccc2-c2c([N+](=O)[O-])cc3c4cc([N+](=O)[O-])c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,1.738,2.4510784
4150,O=C(O)c1c(Cl)ccc(Cl)c1O,2.123,1.9904789
4151,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.515,3.2563627
4152,CC(Cc1ccccc1)N(C)C(=O)Cn1nc(-c2ccccc2)ccc1=O,2.751,2.4197397
4153,CCC(C)OP(=S)(OC)OC,3.872,3.798193
4154,FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,2.724,2.2298265
4155,c1ccc2[nH]nnc2c1,2.328,2.3312798
4156,c1nnc(NCNc2nncs2)s1,2.916,2.4073746
4157,CC(C)N(Sc1nc2ccccc2s1)C(C)C,1.71,2.2364428
4158,CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.641,2.7070549
4159,ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,1.983,2.3494022
4160,c1ccc2sc(SNC3CCCCC3)nc2c1,1.698,2.644469
4161,Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,1.309,2.5483136
4162,CCCC(=O)OCN(C)N=O,2.301,2.2911055
4163,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,2.558,2.3378901
4164,C=CC(=O)OCC1CC2C=CC1C2,2.122,2.3498592
4165,CC(C)CCCCCc1ccc(O)cc1,1.982,1.9299349
4166,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,2.005,2.1671817
4167,CCC(C)(C)OO,2.081,2.1872492
4168,CC(C(=O)O)c1ccc2c(c1)C(=O)Cc1ccccc1O2,3.425,3.536653
4169,Cc1ccccc1Cl,1.511,2.2863777
4170,ClP(Cl)Oc1ccccc1,2.457,2.5650783
4171,FC(F)(F)c1nnc2c3ccccc3ccn12,2.556,2.7770965
4172,CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,5.457,4.666894
4173,COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,3.679,3.5433693
4174,Oc1ccccc1Cl,3.507,2.1123443
4175,O=C1CCCN1CCO,0.952,1.4335847
4176,CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,2.448,2.9104822
4177,CC(C)c1ccc(C(C)(C)O)cc1,1.198,2.178055
4178,C=CCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.163,2.4996765
4179,Nc1ccc(Cl)c(Cl)c1,2.473,2.5303614
4180,CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,2.166,2.3358834
4181,CCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.107,2.4316366
4182,O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.75,4.6478667
4183,OCC(Br)CBr,2.505,2.3110876
4184,CC(=NNC(=O)c1ccncc1)c1ccco1,3.319,2.991134
4185,CCC(C)=NO,1.972,1.7680186
4186,CCCC=CC(OCC)OCC,2.302,2.2573187
4187,OC1(c2ccccc2)c2cc(F)ccc2C2=NCCN21,3.827,3.3853803
4188,CC(=O)C=CC1C(C)C=C(C)CC1C,1.568,2.010898
4189,ClC1C=CCC1,2.506,2.3025355
4190,CC=CC(C)OC,1.918,1.7321748
4191,[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21,1.942,1.839934
4192,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.495,4.0981975
4193,C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,2.228,1.9510795
4194,CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,2.701,2.036274
4195,S=C1NCCN1,1.746,2.7293053
4196,C=CCCCC=CCOC(C)=O,0.729,1.4945667
4197,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,1.318,1.7320575
4198,CCCc1c(O)cccc1O,2.529,2.3125057
4199,S=C1NCCS1,2.599,3.0032935
4200,CC(OP(C)(=O)F)C(C)(C)C,5.658,5.362717
4201,CCCCCCCCCCCCc1ccccc1O,2.097,1.9687691
4202,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,2.501,2.7697854
4203,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,1.622,2.222387
4204,Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.752,2.5096545
4205,CCCC(N(C)C)N(C)C,2.293,2.0995739
4206,ClC1=C(Cl)C2(Cl)C(C(Cl)Cl)CC1(Cl)C2(Cl)Cl,2.38,2.228101
4207,CN(C)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(C)C)cc2)cc1,2.066,2.7875314
4208,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,2.184,2.012578
4209,CCCCCCCCCCCCCCO,0.904,1.2675707
4210,CCN(CC)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(CC)CC)cc2)cc1,2.795,2.688267
4211,O=S(=O)(Cl)CCl,2.603,2.6190202
4212,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.475,1.8513209
4213,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,2.456,3.1181908
4214,COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.063,2.693449
4215,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,1.707,2.3211339
4216,CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,2.371,2.1567695
4217,CCSC(C)CC=O,1.645,2.357918
4218,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,2.157,2.234329
4219,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.808,2.236002
4220,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,2.367,2.1953456
4221,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1.868,3.1434774
4222,COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1,2.454,2.7341318
4223,COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,2.743,3.1576028
4224,C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,1.332,2.0408497
4225,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,2.073,2.315596
4226,Nc1ccc2c(c1)C(=O)NC(CCCl)O2,2.064,1.8431655
4227,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,4.706,4.065961
4228,CC(=O)CC(=O)Nc1ccc(C)cc1C,1.835,2.735982
4229,CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,1.229,1.6632311
4230,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,2.958,3.068197
4231,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.833,2.715815
4232,CC1CC=CCC1COC(=O)CCCCC(=O)OCC1CC=CCC1C,1.759,1.8728639
4233,CCOP(=O)(OC=C(Cl)Cl)OCCCl,4.754,4.817909
4234,CCOC(=O)C1C(C=C(C)C)C1(C)C,1.878,1.793627
4235,CCOC(=O)CCC1(CCC(=O)OCC)c2ccccc2-c2ccccc21,1.774,1.8885881
4236,CCCCCCCCS(=O)CCCCl,1.625,2.1573217
4237,CCN1CCCC1CNS(=O)(=O)c1cc(Cl)c(N)cc1OC,2.365,2.3812864
4238,ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,2.967,3.2062948
4239,O=Cc1cc([N+](=O)[O-])ccc1O,2.32,2.7957304
4240,CC(=O)C(Cl)C(=O)OC(C)c1ccccc1,2.437,2.5499008
4241,CC=CC=CCOCCC#N,1.621,2.131917
4242,CC1(NC(N)=O)CCCC1,2.074,2.0020187
4243,COc1cc([N+](=O)[O-])ccc1N,2.227,2.5640836
4244,CC(c1ccccc1)N(C)N=O,2.437,2.600799
4245,CCCCNCC1COc2cccc(OCC)c2O1,2.882,2.5717013
4246,CCOC(=O)C(C)O,1.159,1.5555873
4247,COc1cc(OC)cc(OCCO)c1,1.69,1.9074414
4248,CN(C)C(=S)SC(=S)N(C)C,2.666,2.522481
4249,CN(N=O)C(C)(C)c1ccccc1,1.929,2.3972528
4250,COc1cc(OC)cc(OCC(O)CO)c1,2.036,2.157556
4251,CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1,1.435,2.1237547
4252,C=CCSC1=NCCS1,3.161,2.1881125
4253,CC(C)COC(=O)C(C)C,1.052,2.0236099
4254,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,2.684,2.8824818
4255,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,1.133,1.9022126
4256,C=C(C)C(=O)OCCOC(=O)C(=C)C,1.779,1.4722879
4257,Cc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,2.113,2.4931748
4258,C#CCOP(=O)(OCC(C)C)c1ccccc1,2.624,3.0731843
4259,CN1Cc2ccccc2C(=O)c2cc(CC(=O)O)ccc21,2.525,2.6538508
4260,ClCC=C(Cl)C(Cl)Cl,2.662,2.2258403
4261,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CN2,2.518,2.3560414
4262,C=CC(O)CC#N,2.686,1.7690814
4263,OCc1ccco1,2.744,2.2345512
4264,CC(C)CCCCCCCCCCO,1.071,1.5349888
4265,Cc1ncsc1C,2.072,2.336174
4266,CN(SSN(C)C(=O)ON=C1CSCCS1)C(=O)ON=C1CSCCS1,3.472,3.3872852
4267,O=Cc1cccs1,2.088,1.8558306
4268,CC(C)(C)c1ccccc1,1.644,1.8172543
4269,CCOC(=O)Cc1n[nH]c2ccc(Cl)cc12,1.697,2.4456055
4270,CSC(C)=NOC(=O)N(C)SSN(C)C(=O)ON=C(C)SC,3.308,3.63656
4271,Nc1cccc2c(Cl)ccc(Cl)c12,1.784,1.8796207
4272,CC(C)(C)c1ccc2c(c1)C(C)(C)CC2,1.116,2.1678472
4273,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,1.249,1.6632311
4274,O=S(=O)(Cl)c1ccccc1,1.955,1.9162782
4275,CC(=NOC(=O)N(C)SSN(C)C(=O)ON=C(C)SCCC#N)SCCC#N,3.764,3.129279
4276,C=CCOC1=NS(=O)(=O)c2ccccc21,2.041,2.4207456
4277,CC(C)(C)C1CCC(O)CC1,1.571,1.5569726
4278,CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,1.569,2.0925148
4279,CCOP(=S)(Oc1cnn(C)c(=O)c1SCC)OC(C)C,3.613,3.959767
4280,CC1=CCC(C(C)(C)O)CC1,1.475,1.7253686
4281,CCc1nc(N)nc(N)c1-c1ccccc1,3.231,2.671403
4282,CCCCNS(=O)(=O)c1ccccc1,2.017,1.8840225
4283,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,2.339,2.8048763
4284,CCC(C)C(CN(C)C)c1cc(F)ccc1OC,2.927,2.4896
4285,O=C(Cl)c1ccccc1,1.869,1.6230698
4286,NC(Cc1ccc(O)c(C(=O)O)c1)C(=O)O,1.654,2.0318913
4287,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,2.606,2.9542406
4288,CCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,2.652,2.4608247
4289,COc1ccc(CC(N)C(=O)O)cc1C(=O)O,1.68,2.2551074
4290,O=[N+]([O-])c1ccccc1,2.547,2.0524797
4291,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,2.516,2.8519332
4292,C=CC(=O)NCOC,2.842,2.0639799
4293,COP(=O)(OC)OC(=C(Cl)Cl)c1ccc(Cl)cc1Cl,3.526,3.6859226
4294,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,1.936,1.9112111
4295,O=[N+]([O-])C(Br)(Br)CO,3.932,2.4386814
4296,CCC1=CSC(S)N1,3.624,2.3746223
4297,CCOP(=O)(OCC)OC(=C(Cl)Cl)c1ccc(Cl)cc1Cl,4.116,3.8749845
4298,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,2.304,2.246643
4299,CCC(C)C(CN(C)C)c1ccc(OC)c(Cl)c1,2.774,2.4054601
4300,N#CC1OC1C#N,2.576,2.8032162
4301,Nc1cc([N+](=O)[O-])ccc1O,1.808,2.2018144
4302,O=C(C=Cc1ccccc1)NO,1.882,1.8933499
4303,CC(C)c1cccc(C(C)C)c1,1.341,1.7263068
4304,CCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.799,2.6773448
4305,CN1CCC(c2c[nH]c3ccccc23)C1,2.686,3.3568163
4306,NS(=O)(=O)OCC(Cl)(Cl)Cl,1.66,2.1272414
4307,CCOc1ccc(F)cc1C(CN(C)C)C(C)CC,2.917,2.7266715
4308,Fc1ccc2[nH]c(C(F)(F)F)nc2c1,4.09,3.8694553
4309,O=[N+]([O-])c1cc2c(ccc3ccccc32)o1,2.686,2.4500113
4310,C=CCC(CC=C)C(=O)O,2.391,2.2817495
4311,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,2.143,2.51117
4312,CCC(C)c1ccc(O)cc1,1.788,1.8058981
4313,CCCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,2.725,2.3063204
4314,Nc1ccc2[nH]c(C(F)(F)F)nc2c1,3.477,3.9185276
4315,CC(C)(C)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.84,3.8167675
4316,CCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.604,2.491162
4317,CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.866,2.1455927
4318,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,2.025,1.846023
4319,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.285,3.3046708
4320,CCCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.473,2.6785774
4321,CCOC(=O)C(Br)CBr,3.035,2.316016
4322,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,2.297,2.3715448
4323,CS(=O)C(C)(C)C(=O)O,1.302,1.6722819
4324,CC(C)(C)c1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,2.291,2.7362454
4325,C=C(C)C(=O)OCC(C)O,1.11,1.5915742
4326,CN(N=O)c1ccc(N=O)cc1,2.081,2.4129446
4327,CC1=CCC(C(C)C)C=C1,1.378,1.6043332
4328,CCCCC(CC)CNCC(C)(N)CNCC(CC)CCCC,2.612,2.330167
4329,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,2.609,3.4715228
4330,C=C(C#N)CCO,2.399,2.3396807
4331,CC1=CC=C(C(C)C)CC1,1.909,1.7930592
4332,CCC(C)N(C(=O)c1ccc(Cl)c(Cl)c1)C(C)CC,2.319,2.516059
4333,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,2.588,2.355901
4334,S=C=NCCN=C=S,3.11,2.7280571
4335,CC(CC(=O)OC(C)(C)C)=NNc1ccc(N2CCOCC2)nn1,2.539,2.2288506
4336,Cc1cc(-n2c(C)nc3ccccc3c2=O)cc(C)c1O,3.086,2.6224492
4337,CN(C)c1ccc(N)cc1,3.435,2.5518372
4338,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)([O-])CCC341,2.295,2.5934827
4339,CCOC(=O)C(SP(=O)(OC)OC)c1ccccc1,3.684,2.244199
4340,O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1,3.206,2.8519027
4341,O=[N+]([O-])c1ccc(CCl)cc1,1.977,2.757303
4342,CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,2.345,2.5040896
4343,O=C(Cl)c1ccc(C(=O)Cl)cc1,1.91,2.2220454
4344,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,5.252,4.2848797
4345,CSc1nnc(C2(C)CC2(Cl)Cl)c(=O)n1N,2.365,2.0548916
4346,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,1.807,2.1288555
4347,CN1CCOC1,2.324,2.3361773
4348,CSC(C)(C)C=NOC(=O)N(C)SN(C)Cc1ccccc1,4.56,4.3915854
4349,O=C=Nc1ccc([N+](=O)[O-])cc1,2.011,2.553084
4350,O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1,1.662,2.0353973
4351,Cc1ccccc1N(CCO)CCO,1.948,2.110609
4352,CCCCN(CCCC)SN(C)C(=O)ON=CC(C)(C)SC,4.447,3.9687412
4353,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,3.112,2.7241766
4354,CCOc1ccc([N+](=O)[O-])cc1,1.705,1.9276764
4355,C1CN2CCC1CC2,3.136,2.989464
4356,CC(C)c1cccc(C(C)C)c1N=C=O,2.158,2.347891
4357,CC1(NC(N)=O)CCCCC1,2.177,2.1136525
4358,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,2.98,2.6595895
4359,CC1(C)OCC(CO)O1,1.276,2.095681
4360,CC12CCCC(C)(OC1)O2,1.935,2.299154
4361,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,2.12,2.1418324
4362,COP(=S)(OC)SCC(N)=O,2.367,3.141077
4363,C=CCOc1nc(OCC=C)nc(OCC=C)n1,2.626,2.6756277
4364,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.435,2.4115772
4365,CCCCC(C)(C)C(O)C=CC1C(C)CC(=O)C1CC=CCCCC(=O)O,4.236,4.20733
4366,NC(=S)Nc1ccc(Cl)cc1,4.095,3.9282835
4367,C=CCCCCC=C,0.875,1.6025646
4368,c1ccc(CC2OCCO2)cc1,1.873,2.1582127
4369,CC(C)CCCC1CCC(C)(C(=O)NCC(=O)O)CC1,1.44,1.7453424
4370,CCCCCCCCCCCl,-0.343,1.4892386
4371,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,2.441,2.048451
4372,FCOC(C(F)(F)F)C(F)(F)F,1.268,1.5160544
4373,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,1.435,2.2700794
4374,OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.608,2.5969112
4375,CC(=NNCCC1CCCCC1)C(=O)O,2.611,2.0817723
4376,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,3.533,2.3947017
4377,COc1ccc(O)c(C(N)=O)c1,1.944,1.9910659
4378,Nc1ccc(Cc2ccc(N)cc2)cc1,2.584,2.2322638
4379,c1ccc(Cc2ccccc2)cc1,1.874,1.8320303
4380,CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,1.652,2.1620657
